,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
3655,Toyota,2013,Foreign Used,113150,1800,Petrol,Automatic,"3,937,500",
3656,Chrysler,2002,Nigerian Used,351204,1600,Petrol,Manual,"945,000",
3657,Toyota,2006,Nigerian Used,268487,3300,Petrol,Automatic,"2,812,500",SUV
3658,Toyota,2003,Nigerian Used,450912,2400,Petrol,Automatic,"1,912,500",
3659,Toyota,2003,Nigerian Used,447076,1500,Petrol,Automatic,"1,462,500",
3660,Lexus,2004,Foreign Used,146152,3300,Petrol,Automatic,"4,515,000",SUV
3661,Infiniti,2003,Nigerian Used,195784,3500,Petrol,Automatic,"945,000",SUV
3662,Daihatsu,1997,Nigerian Used,305854,1800,Petrol,Manual,"945,000",
3663,BMW,2005,Nigerian Used,228833,3000,Petrol,Automatic,"1,125,000",
3664,Toyota,2003,Nigerian Used,367531,4000,Petrol,Automatic,"2,137,500",SUV
3665,Opel,,,158909,,,Manual,"794,000",
3666,Chevrolet,2008,Nigerian Used,277414,1600,Petrol,Automatic,"840,000",
3667,Peugeot,2000,Nigerian Used,123300,1400,Petrol,Manual,"945,000",
3668,Lexus,2001,Nigerian Used,227119,3000,Petrol,Automatic,"2,587,500",SUV
3669,Toyota,2010,Nigerian Used,120867,1800,Petrol,Automatic,"2,700,000",
3670,Nissan,1997,Nigerian Used,377755,3300,Petrol,Manual,"840,000",SUV
3671,Toyota,2006,Foreign Used,190194,3000,Petrol,Automatic,"2,940,000",
3672,Mitsubishi,2001,Nigerian Used,192188,2400,Petrol,Automatic,"892,500",
3673,Kia,2009,Nigerian Used,67642,1600,Petrol,Automatic,"2,940,000",
3674,Renault,2002,Nigerian Used,276254,1800,Petrol,Manual,"840,000",
3675,Nissan,2005,Nigerian Used,236550,2500,Petrol,Automatic,"945,000",
3676,Lexus,2008,Nigerian Used,164490,3500,Petrol,Automatic,"6,300,000",SUV
3677,Toyota,2004,Nigerian Used,266008,2400,Petrol,Automatic,"1,872,000",
3678,Nissan,1999,Nigerian Used,231986,3300,Petrol,Automatic,"840,000",
3679,Toyota,1997,Nigerian Used,393678,3400,Petrol,Automatic,"1,462,500",SUV
3680,Honda,2003,Nigerian Used,320200,3000,Petrol,Automatic,"945,000",
3681,Toyota,2011,Foreign Used,80429,3500,Petrol,Automatic,"5,250,000",
3682,Honda,2005,Foreign Used,108714,2500,,Automatic,"2,600,000",
3683,Volkswagen,1995,Nigerian Used,299689,1800,Petrol,Manual,"735,000",
3684,Honda,2004,Nigerian Used,344102,3500,Petrol,Automatic,"1,687,500",SUV
3685,Mitsubishi,2006,Nigerian Used,79755,2000,Petrol,Automatic,"945,000",
3686,Mazda,2006,Nigerian Used,273752,2300,Petrol,Manual,"945,000",
3687,Toyota,2006,Nigerian Used,363770,1800,Petrol,Automatic,"1,155,000",
3688,Volkswagen,2002,Nigerian Used,260658,2000,Petrol,Automatic,"892,500",
3689,Volkswagen,2006,Nigerian Used,320732,2000,Petrol,Manual,"945,000",
3690,Honda,2006,Nigerian Used,105375,3000,Petrol,Automatic,"1,050,000",
3691,Nissan,2001,Nigerian Used,318605,3500,Petrol,Automatic,"840,000",SUV
3692,Toyota,2004,Nigerian Used,266008,2400,Petrol,Automatic,"1,872,000",
3693,Honda,2006,Nigerian Used,182732,3500,Petrol,Automatic,"945,000",
3694,Lexus,2001,Nigerian Used,227119,3000,Petrol,Automatic,"2,587,500",SUV
3695,Toyota,2011,Foreign Used,80429,3500,Petrol,Automatic,"5,250,000",
3696,BMW,2001,Nigerian Used,90828,3000,Petrol,Automatic,"840,000",
3697,Toyota,2010,Nigerian Used,120867,1800,Petrol,Automatic,"2,700,000",
3698,BMW,2002,Nigerian Used,335038,2500,Petrol,Automatic,"997,500",
3699,Honda,2009,Foreign Used,146331,1800,Petrol,Automatic,"3,120,000",
3700,Lexus,2008,Nigerian Used,164490,3500,Petrol,Automatic,"6,300,000",SUV
3701,Honda,2004,Nigerian Used,272575,2400,Petrol,Automatic,"997,500",
3702,Toyota,1997,Nigerian Used,393678,3400,Petrol,Automatic,"1,462,500",SUV
3703,Honda,2005,Foreign Used,108714,2500,,Automatic,"2,600,000",
3704,Toyota,2007,Foreign Used,183139,2400,Petrol,Automatic,"3,465,000",
3705,Toyota,2009,Nigerian Used,252898,1800,Petrol,Automatic,"2,704,000",
3706,Nissan,2002,Nigerian Used,338106,3500,Petrol,Automatic,"945,000",SUV
3707,Honda,1999,Nigerian Used,287181,2300,Petrol,Automatic,"784,000",
3708,Mercedes-Benz,2006,Nigerian Used,225474,3500,Petrol,Automatic,"4,500,000",SUV
3709,Honda,1997,Nigerian Used,289470,2000,Petrol,Automatic,"787,500",SUV
3710,Mazda,2010,Nigerian Used,322717,2500,Petrol,Automatic,"2,100,000",SUV
3711,Pontiac,2005,Foreign Used,299999,1800,Petrol,Automatic,"3,375,000",
3712,Nissan,2001,Nigerian Used,318605,3500,Petrol,Automatic,"840,000",SUV
3713,Mazda,1998,Nigerian Used,272966,2000,Petrol,Automatic,"845,000",
3714,Toyota,2008,Nigerian Used,223212,1800,Petrol,Automatic,"2,700,000",
3715,Mercedes-Benz,2013,Nigerian Used,181876,3500,Petrol,Automatic,"12,375,000",SUV
3716,Toyota,2010,Nigerian Used,140304,2000,Petrol,Automatic,"3,150,000",
3717,Toyota,2003,Nigerian Used,140248,2400,Petrol,Automatic,"1,575,000",
3718,Toyota,2005,Nigerian Used,273616,1800,Petrol,Automatic,"2,730,000",
3719,Jaguar,2001,Nigerian Used,259080,3000,Petrol,Automatic,"682,500",
3720,Nissan,2005,Nigerian Used,163338,2500,Petrol,Automatic,"892,500",
3721,Toyota,2003,Foreign Used,209016,2400,Petrol,Automatic,"2,704,000",
3722,Toyota,2002,Nigerian Used,249703,2400,Petrol,Automatic,"1,687,500",
3723,Honda,2006,Nigerian Used,105375,3000,Petrol,Automatic,"1,050,000",
3724,Honda,2006,Nigerian Used,182732,3500,Petrol,Automatic,"945,000",
3725,Chevrolet,2014,Nigerian Used,74781,1800,Petrol,Manual,"913,500",
3726,Honda,2005,Nigerian Used,198759,2400,Petrol,Automatic,"1,687,500",
3727,BMW,2001,Nigerian Used,90828,3000,Petrol,Automatic,"840,000",
3728,Honda,2003,Nigerian Used,507619,2400,Petrol,Automatic,"945,000",
3729,Chevrolet,2010,Nigerian Used,1800,1800,,Manual,"840,000",
3730,Nissan,,,180591,,,Manual,"751,250",
3731,Nissan,1999,Nigerian Used,137900,3300,Petrol,Automatic,"765,000",
3732,Toyota,2002,Nigerian Used,257575,2500,Petrol,Automatic,"1,462,500",
3733,Lexus,1999,Nigerian Used,380983,3000,Petrol,Automatic,"1,687,500",SUV
3734,BMW,2002,Nigerian Used,335038,2500,Petrol,Automatic,"997,500",
3735,Honda,2008,Nigerian Used,307372,1500,Petrol,Manual,"852,500",
3736,Nissan,2001,Nigerian Used,266361,3500,Petrol,Automatic,"787,500",SUV
3737,Honda,2004,Nigerian Used,272575,2400,Petrol,Automatic,"997,500",
3738,Toyota,2010,Nigerian Used,177112,3500,Petrol,Automatic,"6,525,000",SUV
3739,Honda,2003,Nigerian Used,175967,2400,Petrol,Automatic,"840,000",
3740,Toyota,2002,Nigerian Used,490815,2400,Petrol,Automatic,"2,587,500",
3741,Peugeot,2008,Nigerian Used,362099,2000,Petrol,Automatic,"735,000",
3742,Honda,2005,Nigerian Used,181490,3500,Hybrid,Automatic,"840,000",
3743,Toyota,2004,Nigerian Used,189886,4000,Petrol,Automatic,"3,375,000",SUV
3744,Toyota,2003,Foreign Used,178113,1800,Petrol,Automatic,"2,812,500",
3745,Honda,2008,Nigerian Used,136547,35,Petrol,Automatic,"1,785,000",
3746,Peugeot,2000,Nigerian Used,210851,2000,Petrol,Manual,"892,500",
3747,Nissan,2006,Nigerian Used,244693,4000,Petrol,Automatic,"892,500",
3748,Toyota,2008,Nigerian Used,269054,2400,Petrol,Automatic,"3,206,250",
3749,Honda,2002,Nigerian Used,385231,2400,Petrol,Automatic,"945,000",SUV
3750,Honda,1998,Nigerian Used,370551,2300,Petrol,Automatic,"780,000",
3751,Mitsubishi,2001,Nigerian Used,188821,3500,Petrol,Automatic,"945,000",SUV
3752,Lexus,2010,Nigerian Used,289309,3500,Petrol,Automatic,"5,287,500",
3753,Honda,2004,Nigerian Used,105328,2400,Petrol,Automatic,"792,500",
3754,Ford,2014,Foreign Used,71208,3500,Petrol,Automatic,"9,000,000",SUV
3755,Lexus,1999,Nigerian Used,197165,3000,Petrol,Automatic,"2,137,500",SUV
3756,Ford,2008,Nigerian Used,12500,3000,Petrol,Automatic,"1,462,500",SUV
3757,Peugeot,2008,Nigerian Used,93565,1600,Petrol,Manual,"945,000",
3758,Toyota,2014,Foreign Used,101408,4600,Petrol,Automatic,"18,000,000",
3759,Mazda,2006,Nigerian Used,201669,3000,Petrol,Automatic,"945,000",
3760,Honda,2002,Nigerian Used,298834,1700,Petrol,Automatic,"840,000",
3761,Peugeot,2008,Nigerian Used,1157134,1500,Petrol,Manual,"735,000",
3762,Mazda,2002,Nigerian Used,217433,1800,Petrol,Manual,"1,125,000",
3763,Honda,2005,Nigerian Used,557768,2400,Petrol,Automatic,"787,500",
3764,Hyundai,2010,Foreign Used,35587,2000,Petrol,Automatic,"3,375,000",
3765,Honda,2003,Nigerian Used,345282,3000,Petrol,Automatic,"997,500",
3766,Toyota,2008,Nigerian Used,269054,2400,Petrol,Automatic,"3,206,250",
3767,Nissan,,,87388,,,Automatic,"906,000",
3768,Volkswagen,2005,Nigerian Used,92851,2000,Petrol,Automatic,"735,000",
3769,Ford,2014,Foreign Used,71208,3500,Petrol,Automatic,"9,000,000",SUV
3770,Lexus,2010,Nigerian Used,289309,3500,Petrol,Automatic,"5,287,500",
3771,Lexus,1999,Nigerian Used,197165,3000,Petrol,Automatic,"2,137,500",SUV
3772,Mercedes-Benz,2001,Nigerian Used,253961,3000,Petrol,Automatic,"840,000",
3773,Ford,2008,Nigerian Used,12500,3000,Petrol,Automatic,"1,462,500",SUV
3774,Toyota,2014,Foreign Used,101408,4600,Petrol,Automatic,"18,000,000",
3775,Honda,2003,Nigerian Used,176314,2400,Petrol,Automatic,"945,000",
3776,Nissan,2007,Nigerian Used,293534,2000,Petrol,Automatic,"945,000",
3777,Mazda,2002,Nigerian Used,217433,1800,Petrol,Manual,"1,125,000",
3778,Toyota,2012,Foreign Used,321167,2400,Petrol,Automatic,"6,018,750",
3779,Honda,2003,Nigerian Used,284117,2400,Petrol,Automatic,"945,000",
3780,Lexus,2005,Nigerian Used,258030,3300,Petrol,Automatic,"3,600,000",SUV
3781,Honda,2003,Nigerian Used,176314,2400,Petrol,Automatic,"945,000",
3782,Honda,2012,Nigerian Used,93216,3500,Petrol,Automatic,"3,600,000",
3783,Mercedes-Benz,2008,Foreign Used,307063,3000,Petrol,Automatic,"4,784,000",
3784,Volkswagen,2006,Nigerian Used,251921,,Petrol,Automatic,"945,000",
3785,Hyundai,1999,Nigerian Used,174634,2000,Petrol,Manual,"682,500",
3786,Honda,2001,Nigerian Used,266925,2300,Petrol,Automatic,"936,000",
3787,Honda,2003,Nigerian Used,345282,3000,Petrol,Automatic,"997,500",
3788,Honda,2003,Nigerian Used,284117,2400,Petrol,Automatic,"945,000",
3789,Honda,2005,Nigerian Used,579135,3000,Petrol,Automatic,"997,500",
3790,Nissan,2001,Nigerian Used,250035,1800,Petrol,Manual,"787,500",
3791,Skoda,2012,Nigerian Used,105308,1400,Petrol,Manual,"1,125,000",
3792,Ford,1998,Nigerian Used,481659,2300,Petrol,Manual,"840,000",
3793,Mazda,2005,Nigerian Used,304471,2300,Petrol,Automatic,"892,500",
3794,Land Rover,2008,Foreign Used,137794,3200,Petrol,Automatic,"3,675,000",SUV
3795,Infiniti,2001,Nigerian Used,,3000,Petrol,Automatic,"735,000",
3796,Honda,2002,Nigerian Used,592151,200,Petrol,Manual,"630,000",
3797,Kia,2012,Nigerian Used,80198,2000,Petrol,Automatic,"3,990,000",
3798,Honda,2004,Nigerian Used,261384,2400,Petrol,Automatic,"1,125,000",
3799,Lexus,2006,Nigerian Used,241518,3300,Hybrid,Automatic,"3,255,000",SUV
3800,Mercedes-Benz,2010,Nigerian Used,104302,5500,Petrol,Automatic,"10,687,500",
3801,Toyota,2009,Foreign Used,87455,2400,Petrol,Automatic,"4,050,000",
3802,Ford,1997,Nigerian Used,316312,4000,Petrol,Automatic,"840,000",
3803,Toyota,2008,Nigerian Used,72138,2400,Petrol,Automatic,"3,640,000",SUV
3804,Honda,1995,Nigerian Used,244038,2200,Petrol,Automatic,"840,000",
3805,Honda,2000,Nigerian Used,198095,2000,Petrol,Automatic,"840,000",SUV
3806,Honda,2004,Nigerian Used,433507,2400,Petrol,Automatic,"945,000",
3807,Mercedes-Benz,2001,Nigerian Used,253961,3000,Petrol,Automatic,"840,000",
3808,Toyota,2006,Nigerian Used,170338,1800,Petrol,Automatic,"1,687,500",
3809,Lexus,2013,Nigerian Used,131925,3500,Petrol,Automatic,"10,400,000",
3810,Volkswagen,2001,Nigerian Used,346388,2000,Petrol,Manual,"682,500",
3811,Honda,2003,Nigerian Used,234442,1700,Petrol,Automatic,"945,000",
3812,Honda,,,124967,,,Automatic,"794,000",
3813,Toyota,1998,Nigerian Used,9999,1800,Petrol,Automatic,"945,000",
3814,Ford,2012,Nigerian Used,71210,3500,Petrol,Automatic,"4,837,500",SUV
3815,Honda,2005,Nigerian Used,94051,3500,Petrol,Automatic,"1,872,000",SUV
3816,Ford,2011,Foreign Used,278934,3500,Petrol,Automatic,"5,737,500",
3817,Lexus,2005,Foreign Used,176454,3000,Petrol,Automatic,"4,837,500",SUV
3818,Honda,1999,Nigerian Used,445553,2300,Petrol,Automatic,"936,000",
3819,Toyota,2009,Nigerian Used,147469,2400,Petrol,Automatic,"2,587,500",
3820,Hyundai,2003,Nigerian Used,82003,2000,Petrol,Automatic,"840,000",
3821,Chevrolet,2004,Foreign Used,319874,5300,Petrol,Automatic,"3,937,500",
3822,Toyota,,,142444,,,Manual,"962,000",
3823,Lexus,2008,Nigerian Used,280543,3500,Petrol,Automatic,"2,625,000",
3824,Renault,2004,Nigerian Used,174106,,Petrol,Manual,"840,000",
3825,Toyota,2001,Nigerian Used,244530,3000,Petrol,Automatic,"997,500",
3826,Toyota,2000,Nigerian Used,255724,1800,Petrol,Automatic,"840,000",
3827,Toyota,1998,Nigerian Used,386928,1800,Petrol,Automatic,"945,000",
3828,Toyota,2006,Nigerian Used,312878,3300,Petrol,Automatic,"3,375,000",SUV
3829,Suzuki,1999,Nigerian Used,308182,1600,Petrol,Automatic,"630,000",
3830,Toyota,1997,Nigerian Used,327566,2200,Petrol,Automatic,"945,000",
3831,Lexus,2009,Nigerian Used,91745,3500,Petrol,Automatic,"3,825,000",
3832,Toyota,2009,Nigerian Used,68508,1800,Petrol,Automatic,"2,587,500",
3833,Toyota,1999,Nigerian Used,198658,3000,Petrol,Automatic,"997,500",
3834,Honda,2001,Nigerian Used,100000,2300,Petrol,Automatic,"832,000",
3835,Toyota,2000,Nigerian Used,356402,2200,Petrol,Automatic,"892,500",
3836,Nissan,2001,Nigerian Used,140344,1000,Petrol,Manual,"682,500",
3837,Toyota,1998,Nigerian Used,480001,2200,Petrol,Automatic,"840,000",
3838,Toyota,2004,Foreign Used,210375,2000,Diesel,Manual,"2,025,000",
3839,Hyundai,2015,Foreign Used,199762,3800,Petrol,Automatic,"12,937,500",
3840,Toyota,2000,Nigerian Used,511509,3000,Petrol,Automatic,"892,500",
3841,Toyota,1996,Nigerian Used,344883,2200,Petrol,Automatic,"936,000",
3842,Honda,2012,Nigerian Used,106612,2000,Petrol,Automatic,"1,800,000",
3843,Nissan,2001,Nigerian Used,81061,1400,Petrol,Automatic,"840,000",
3844,Honda,2003,Nigerian Used,98733,3000,Petrol,Automatic,"787,500",
3845,Toyota,2005,Nigerian Used,230063,1800,Petrol,Automatic,"1,800,000",
3846,Nissan,2007,Nigerian Used,293534,2000,Petrol,Automatic,"945,000",
3847,Toyota,2000,Nigerian Used,143536,2000,Petrol,Automatic,"945,000",
3848,Toyota,2014,Foreign Used,164891,2400,Petrol,Automatic,"6,075,000",
3849,Nissan,2007,Nigerian Used,148749,3500,Petrol,CVT,"840,000",
3850,Acura,2009,Nigerian Used,221298,3500,Petrol,Automatic,"3,375,000",
3851,Hyundai,2015,Nigerian Used,132764,1800,Petrol,Manual,"630,000",
3852,Mercedes-Benz,,,74435,,,Automatic,"906,000",
3853,Honda,2010,Nigerian Used,115229,3500,Petrol,Automatic,"3,375,000",SUV
3854,Acura,2005,Nigerian Used,122273,3500,Petrol,Automatic,"2,250,000",SUV
3855,Acura,2003,Nigerian Used,1,3200,Petrol,Automatic,"735,000",
3856,Toyota,2000,Nigerian Used,143536,2000,Petrol,Automatic,"945,000",
3857,Toyota,2004,Foreign Used,210375,2000,Diesel,Manual,"2,025,000",
3858,Hyundai,2015,Foreign Used,199762,3800,Petrol,Automatic,"12,937,500",
3859,Honda,2012,Nigerian Used,106612,2000,Petrol,Automatic,"1,800,000",
3860,Mercedes-Benz,1999,Nigerian Used,217374,2400,Petrol,Automatic,"892,500",
3861,Nissan,2001,Nigerian Used,140344,1000,Petrol,Manual,"682,500",
3862,Toyota,2005,Nigerian Used,230063,1800,Petrol,Automatic,"1,800,000",
3863,Toyota,2014,Foreign Used,164891,2400,Petrol,Automatic,"6,075,000",
3864,Mercedes-Benz,1995,Nigerian Used,158206,1800,Petrol,Automatic,"945,000",
3865,Acura,2009,Nigerian Used,221298,3500,Petrol,Automatic,"3,375,000",
3866,Toyota,2002,Nigerian Used,191872,1800,Petrol,Manual,"945,000",
3867,Hyundai,2004,Nigerian Used,92477,2000,Petrol,Automatic,"997,500",
3868,Hyundai,,,236342,,,Manual,"682,000",
3869,Honda,2010,Nigerian Used,115229,3500,Petrol,Automatic,"3,375,000",SUV
3870,Honda,1996,Nigerian Used,234412,22000,Petrol,Automatic,"735,000",
3871,Mercedes-Benz,,,281858,,,Automatic,"962,000",
3872,Volkswagen,2012,Nigerian Used,135300,2000,Petrol,Automatic,"5,625,000",
3873,Toyota,2013,Foreign Used,118069,3500,Petrol,Automatic,"9,360,000",
3874,Nissan,2000,Nigerian Used,175361,3300,Petrol,Automatic,"945,000",
3875,Honda,2004,Nigerian Used,224506,3000,Petrol,Automatic,"1,012,500",
3876,Mercedes-Benz,1999,Nigerian Used,217374,2400,Petrol,Automatic,"892,500",
3877,Ford,2012,Nigerian Used,1,1600,Petrol,Manual,"840,000",
3878,Nissan,2005,Nigerian Used,136348,4000,Petrol,Automatic,"1,631,250",SUV
3879,Toyota,2013,Foreign Used,94162,3500,Petrol,Automatic,"8,400,000",
3880,Toyota,2000,Nigerian Used,280881,1800,Petrol,Automatic,"840,000",
3881,Mercedes-Benz,1995,Nigerian Used,158206,1800,Petrol,Automatic,"945,000",
3882,Acura,2003,Nigerian Used,1,3200,Petrol,Automatic,"735,000",
3883,Honda,2017,Foreign Used,82530,2400,Petrol,Automatic,"8,775,000",
3884,Ford,2008,Foreign Used,311820,3500,Petrol,Automatic,"3,712,500",
3885,Toyota,2002,Nigerian Used,129237,,Petrol,Automatic,"1,687,500",
3886,Mercedes-Benz,2000,Nigerian Used,1609338,2000,Petrol,Automatic,"895,000",
3887,Toyota,2013,Foreign Used,94162,3500,Petrol,Automatic,"8,400,000",
3888,Volkswagen,2012,Nigerian Used,135300,2000,Petrol,Automatic,"5,625,000",
3889,Honda,1999,Nigerian Used,143938,2300,Petrol,Automatic,"988,000",
3890,Toyota,2003,Nigerian Used,300839,2500,Petrol,Manual,"935,000",
3891,Toyota,2000,Nigerian Used,287619,1800,Petrol,Automatic,"840,000",
3892,Honda,2004,Nigerian Used,224506,3000,Petrol,Automatic,"1,012,500",
3893,Nissan,2005,Nigerian Used,136348,4000,Petrol,Automatic,"1,631,250",SUV
3894,Ford,2007,Foreign Used,351352,2000,Petrol,Manual,"1,470,000",
3895,Peugeot,2011,Nigerian Used,676265,2000,Petrol,Automatic,"1,575,000",
3896,Toyota,2004,Nigerian Used,242471,1300,Petrol,Manual,"840,000",
3897,Volkswagen,2018,Foreign Used,72831,2000,Petrol,Automatic,"27,300,000",
3898,Honda,2017,Foreign Used,82530,2400,Petrol,Automatic,"8,775,000",
3899,Mercedes-Benz,2007,Nigerian Used,145348,4800,Petrol,Automatic,"2,467,500",
3900,Toyota,2005,Nigerian Used,217768,1800,Petrol,Manual,"2,250,000",
3901,Toyota,1999,Nigerian Used,225340,2200,Petrol,Automatic,"945,000",
3902,Kia,2014,Nigerian Used,63697,1200,Petrol,Manual,"2,700,000",
3903,Mercedes-Benz,2007,Foreign Used,145683,4700,Petrol,Automatic,"5,625,000",SUV
3904,Honda,2007,Foreign Used,197073,35,Petrol,CVT,"3,150,000",
3905,Toyota,2014,Nigerian Used,189998,2500,Petrol,Automatic,"5,062,500",
3906,Toyota,2001,Nigerian Used,200459,3000,Petrol,Automatic,"945,000",
3907,Toyota,2000,Nigerian Used,79770,2200,Petrol,Automatic,"682,500",
3908,Toyota,2006,Foreign Used,142986,1800,Petrol,Automatic,"4,050,000",
3909,Toyota,2007,Nigerian Used,169577,3500,Petrol,Automatic,"2,912,000",
3910,Mercedes-Benz,2007,Nigerian Used,94605,3500,Petrol,Automatic,"2,812,500",SUV
3911,Honda,2007,Nigerian Used,119411,2200,Petrol,Automatic,"1,350,000",
3912,Toyota,2004,Nigerian Used,242471,1300,Petrol,Manual,"840,000",
3913,Toyota,2010,Foreign Used,165262,3500,Petrol,Automatic,"9,000,000",SUV
3914,Lexus,2007,Nigerian Used,50284,3000,Petrol,Automatic,"3,952,000",
3915,Honda,2007,Foreign Used,197073,35,Petrol,CVT,"3,150,000",
3916,Toyota,2014,Nigerian Used,189998,2500,Petrol,Automatic,"5,062,500",
3917,Toyota,2006,Foreign Used,142986,1800,Petrol,Automatic,"4,050,000",
3918,Mercedes-Benz,2007,Nigerian Used,94605,3500,Petrol,Automatic,"2,812,500",SUV
3919,Toyota,2014,Foreign Used,90144,2700,Petrol,Automatic,"9,660,000",
3920,Toyota,2012,Foreign Used,98739,3500,Petrol,Automatic,"5,775,000",
3921,Honda,2007,Nigerian Used,119411,2200,Petrol,Automatic,"1,350,000",
3922,Toyota,2010,Foreign Used,165262,3500,Petrol,Automatic,"9,000,000",SUV
3923,Lexus,2007,Nigerian Used,50284,3000,Petrol,Automatic,"3,952,000",
3924,Hyundai,2014,Nigerian Used,99156,1100,Petrol,Manual,"682,500",
3925,Toyota,2007,Nigerian Used,169645,2400,Petrol,Automatic,"2,912,000",
3926,Hyundai,2014,Nigerian Used,100147,1100,Petrol,Manual,"682,500",
3927,Nissan,1992,Nigerian Used,292054,1400,Petrol,Manual,"525,000",
3928,Acura,2008,Nigerian Used,133729,3700,Petrol,Automatic,"5,400,000",SUV
3929,Toyota,2004,Foreign Used,120656,3300,Petrol,Automatic,"3,990,000",SUV
3930,Volkswagen,2018,Foreign Used,72831,2000,Petrol,Automatic,"27,300,000",
3931,Honda,2013,Foreign Used,166569,2400,Petrol,Automatic,"6,240,000",
3932,Dodge,2007,Nigerian Used,230938,2000,Petrol,Automatic,"1,687,500",
3933,Toyota,2003,Nigerian Used,342160,3000,Petrol,Automatic,"2,812,500",SUV
3934,Toyota,2004,Nigerian Used,215732,3300,Petrol,Automatic,"3,375,000",
3935,Hyundai,2015,Nigerian Used,,1100,Petrol,Manual,"525,000",
3936,Toyota,2010,Foreign Used,195015,1800,Petrol,Automatic,"4,162,500",
3937,Toyota,2008,Foreign Used,107241,3500,Petrol,Automatic,"5,850,000",SUV
3938,Toyota,2008,Foreign Used,240823,3500,Petrol,Automatic,"7,875,000",SUV
3939,Nissan,1992,Nigerian Used,292054,1400,Petrol,Manual,"525,000",
3940,Peugeot,2011,Nigerian Used,676265,2000,Petrol,Automatic,"1,575,000",
3941,Lexus,2007,Foreign Used,86212,3500,Petrol,Automatic,"6,525,000",SUV
3942,Honda,2007,Nigerian Used,229375,2400,Petrol,Automatic,"1,575,000",
3943,Toyota,2012,Foreign Used,98739,3500,Petrol,Automatic,"5,775,000",
3944,Honda,2009,Foreign Used,126855,2400,Petrol,Automatic,"3,600,000",
3945,Toyota,2008,Foreign Used,240823,3500,Petrol,Automatic,"7,875,000",SUV
3946,Mercedes-Benz,2000,Nigerian Used,199610,1400,Petrol,Manual,"630,000",
3947,Lexus,2007,Foreign Used,86212,3500,Petrol,Automatic,"6,525,000",SUV
3948,Honda,2007,Nigerian Used,229375,2400,Petrol,Automatic,"1,575,000",
3949,Nissan,1996,Nigerian Used,244066,2000,Petrol,Manual,"630,000",
3950,Honda,2009,Foreign Used,126855,2400,Petrol,Automatic,"3,600,000",
3951,Lexus,2009,Nigerian Used,25416,3500,Petrol,Automatic,"5,850,000",SUV
3952,Honda,,,312167,,,Manual,"682,000",
3953,Honda,1999,Nigerian Used,263708,,Petrol,Automatic,"735,000",
3954,Hyundai,2014,Nigerian Used,121294,1100,Petrol,Manual,"525,000",
3955,Nissan,2006,Nigerian Used,252729,1800,Petrol,Automatic,"1,125,000",
3956,Hyundai,2014,Nigerian Used,99899,1100,Petrol,Manual,"682,500",
3957,Hyundai,2014,Nigerian Used,99897,1100,Petrol,Manual,"630,000",
3958,Hyundai,2014,Nigerian Used,95321,1100,Petrol,Manual,"630,000",
3959,Toyota,2001,Nigerian Used,55293,2200,Petrol,Automatic,"1,687,500",
